Доп. объявление	Название группы	Фраза (с минус-словами)	Заголовок 1	Заголовок 2	Текст	Ссылка
-	Томск - Металлочерепица	крыша из металлочерепицы томск	Монтаж металлочерепицы	От 1500 руб/м². Под ключ	Качественная кровля из металлочерепицы. Выезд замерщика бесплатно!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-metallocherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Металлочерепица	металлочерепица под ключ томск	Монтаж металлочерепицы	От 1500 руб/м². Под ключ	Качественная кровля из металлочерепицы. Выезд замерщика бесплатно!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-metallocherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Металлочерепица	кровля металлочерепица цена томск	Монтаж металлочерепицы	От 1500 руб/м². Под ключ	Качественная кровля из металлочерепицы. Выезд замерщика бесплатно!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-metallocherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Профнастил	монтаж профнастила на крышу томск	Кровля из профнастила	От 1400 руб/м² в Томск	Надежный монтаж крыши из профнастила. Строго по договору без скрытых платежей.	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-profnastila?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Профнастил	крыша из профнастила томск	Кровля из профнастила	От 1400 руб/м² в Томск	Надежный монтаж крыши из профнастила. Строго по договору без скрытых платежей.	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-profnastila?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Профнастил	перекрыть крышу профлистом томск	Кровля из профнастила	От 1400 руб/м² в Томск	Надежный монтаж крыши из профнастила. Строго по договору без скрытых платежей.	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-profnastila?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Профнастил	кровля профнастил цена томск	Кровля из профнастила	От 1400 руб/м² в Томск	Надежный монтаж крыши из профнастила. Строго по договору без скрытых платежей.	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-profnastila?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Гибкая черепица	монтаж мягкой кровли томск	Монтаж гибкой черепицы	Идеальная крыша для дома	Профессиональная укладка гибкой (мягкой) черепицы от 1800 руб/м². Гарантия!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-gibkoj-cherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Гибкая черепица	гибкая черепица монтаж томск	Монтаж гибкой черепицы	Идеальная крыша для дома	Профессиональная укладка гибкой (мягкой) черепицы от 1800 руб/м². Гарантия!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-gibkoj-cherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Гибкая черепица	мягкая кровля цена томск	Монтаж гибкой черепицы	Идеальная крыша для дома	Профессиональная укладка гибкой (мягкой) черепицы от 1800 руб/м². Гарантия!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-gibkoj-cherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
-	Томск - Гибкая черепица	укладка мягкой черепицы томск	Монтаж гибкой черепицы	Идеальная крыша для дома	Профессиональная укладка гибкой (мягкой) черепицы от 1800 руб/м². Гарантия!	tomsk.krovstroyrf.ru/uslugi/montazh-krovli-iz-gibkoj-cherepitsy?utm_source=yandex&utm_medium=cpc&utm_campaign=tomsk_tenant1
